Module Name,Test Case Name
/Real Appeal/Program Admin/Member,RA_PA_Member_CompareFirstnameAndLastNameByBothUIAndDB
/Real Appeal/Program Admin/Member,RA_PA_Member_CompareInsuranceCarrierFromUIAndDBForMember
/Real Appeal/Program Admin/Member,RA_PA_Member_CompareLastnameAloneFromUIAndDB
/Real Appeal/Program Admin/Member,RA_PA_Member_Configurablecolumns
/Real Appeal/Program Admin/Member,RA_PA_Member_EnterInvalidFirstnameAndLastnameAndVerifyNoResultsFound
/Real Appeal/Program Admin/Member,RA_PA_Member_EnterMaxCharactersAddress1AndAdress2textboxAndVerifyErrorMessage
/Real Appeal/Program Admin/Member,RA_PA_Member_EnterMaxCharactersFirstnameAndLastnameAndVerifyErrorMessage
/Real Appeal/Program Admin/Member,RA_PA_Member_EnterNumberAndSpecialCharacterInCityTextboxIsNotValidErrorMessageShouldBeVerified
/Real Appeal/Program Admin/Member,RA_PA_Member_EnterSpecialCharacterInAddressTextboxAndVerifyErrorMessage
/Real Appeal/Program Admin/Member,RA_PA_Member_Health_Tracking
/Real Appeal/Program Admin/Member,RA_PA_Member_InvalidDOBValidationAndVerifyAlertMessage
/Real Appeal/Program Admin/Member,RA_PA_Member_MemberListCountVerificationWhileMemberSortingUsingName
/Real Appeal/Program Admin/Member,RA_PA_Member_MemberProfileClearTheEmailPhoneAndMobileFieldToCheckTheAlertMessage
/Real Appeal/Program Admin/Member,RA_PA_Member_MemberProfileIfOneDivision'sEditIsTurnedOnCheckIfTheOtherSection'sEditShouldNotBeClickAble
/Real Appeal/Program Admin/Member,RA_PA_Member_MemberSettingsIfAllThePreferencesAreCheckedOffCheck
/Real Appeal/Program Admin/Member,RA_PA_Member_MemberSortingUsingAvailableOptionUnderSearchDropdown
/Real Appeal/Program Admin/Member,RA_PA_Member_MemberSortingUsingDifferentOnboardingStatus
/Real Appeal/Program Admin/Member,RA_PA_Member_ObserveIfTheLeftPageNavigationButtonIsDisabledInTheFirstPageOfMemberList
/Real Appeal/Program Admin/Member,RA_PA_Member_ProgressTabWithTheGraphCharts
/Real Appeal/Program Admin/Member,RA_PA_Member_SearchFieldInTheMemberListMustBeDisabledWhenTheAllOptionInTheSearchFilter
/Real Appeal/Program Admin/Member,RA_PA_Member_SelectClientInSearchFilterEnterValidClientWithSpaceBeforeTheTextInTheTextboxShouldBeEntered
/Real Appeal/Program Admin/Member,RA_PA_Member_SelectClientInTheSearchFilterEnterValidClientName
/Real Appeal/Program Admin/Member,RA_PA_Member_SelectEmailInSearchFilterEnterValidEmailWithSpaceBeforeTheTextInTheTextboxShouldBeEntered
/Real Appeal/Program Admin/Member,RA_PA_Member_SelectNameInTheSearchFilterEnterValidFirstnameLastnameCombinationWithExtraSpace
/Real Appeal/Program Admin/Member,RA_PA_Member_SelectNameInTheSearchFilterEnterValidFirstnameLastnameCombinationWithOutSpace
/Real Appeal/Program Admin/Member,RA_PA_Member_SelectOnboardingStatusInSearchFilterOfIEnterSpacesBeforeTheTextInTheTextbox
/Real Appeal/Program Admin/Member,RA_PA_Member_UncheckPhoneMobileAndEmailVerifyFillatleastOneFormOfContactIsRequiredErrorMessage
/Real Appeal/Program Admin/Member,RA_PA_Member_UpcomingSessionsList
/Real Appeal/Program Admin/Member,RA_PA_Member_ValidateDOBWithMinAndMaximumYears
/Real Appeal/Program Admin/Member,RA_PA_Member_VerificationAndValidationForFirstnameAndLastnameOnMemberProfile
/Real Appeal/Program Admin/Member,RA_PA_Member_VerifyClickOnClassroomLinkOnMemberstabIsNavigatedToClassestab
/Real Appeal/Program Admin/Member,RA_PA_Member_VerifyClientHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Program Admin/Member,RA_PA_Member_VerifyCoachHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Program Admin/Member,RA_PA_Member_VerifyColumnHeadersSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Program Admin/Member,RA_PA_Member_VerifyEmailHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Program Admin/Member,RA_PA_Member_VerifyMemberIDHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Program Admin/Member,RA_PA_Member_VerifyOnboardingStatusHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Program Admin/Member,RA_PA_Member_VerifyProgramHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_ComposeANewMessage
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_NewMessagesAreDisplayedOnDashboardWithALinkToViewAllMessages
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_PACanReceiveMessagesFromOtherPACoachWhoBelongToTheSameOrganization
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_SearchFilterFunctionalityInCompose
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_SearchFilterFunctionalityOnComposeWindow
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_UnreadMessages
/Real Appeal/Program Admin/Message Center,RA_PA_MessageCenter_UpdatedMemberNameShouldBeDisplayedInLookUpPage
/Real Appeal/Program Admin/Profile,RA_PA_Profile_My_Profile_Edit
/Real Appeal/Program Admin/Profile,RA_PA_Profile_My_Profile_General_Default_Tab
/Real Appeal/Program Admin/Profile,RA_PA_Profile_My_Profile_Verify_Following_Subtasks
/Real Appeal/Claims/Part1/BeFit_Positive,Claims_RA_PD_BMember_Enrollment_BeFit_Positive_Scenario_Part1
/Real Appeal/Claims/Part1/Member_BMI_Out_of_Range,Claims_RA_PD_BMember_Enrollment _Member_BMI_Out_Of_Range_Part1
/Real Appeal/Claims/Part1/Member_BMI_Out_of_Range,Claims_RA_PD_Customization_Session_Member_BMI_Out_Of_Range_Part2
/Real Appeal/Claims/Part1/Member_Did_Not_Qualify,Claims_RA_PD_BMember_Enrollment _Member_Did_Not_Qualify_Part1
/Real Appeal/Claims/Part1/Member_Enrollment,Claims_RA_PD_BMember_Enrollment_Part1
/Real Appeal/Claims/Part1/Member_Enrollment,Claims_RA_PD_Customization_Session_Part2
/Real Appeal/Claims/Part1/Member_Enrollment,Claims_RA_PD_Customization_Session_Reschedule_Part1
/Real Appeal/Claims/Part1/Member_Opts_Out_Of_Pgm,Claims_RA_PD_BMember_Enrollment _Member_Opts_Out_Of_Pgm_Part1
/Real Appeal/Claims/Part2,Claims_AttendedGroup_BeFit_Both_Active_By_Attendance_And_Weight_loss_Validation_Part2
/Real Appeal/Claims/Part2,Claims_AttendedGroup_Member_Not_Weight_Loss_Achievements_Validation_Part2
/Real Appeal/Claims/Part2,Claims_AttendedGroup_Missed1on1Sessoin_Validation_Part2
/Real Appeal/Claims/Part2,Claims_GroupAnd1on1Session_Attended_Validation_Part2
/Real Appeal/Claims/Part2,Claims_MissedGroup_Attended1on1Sessoin_No_Overlap_MemberAndCoach_Validation_Part2
/Real Appeal/Coach/Classes (All Sessions),RA_Coaches_ClassesAllSession_ClassesSearch
/Real Appeal/Coach/Creation_Activation,RA_Coach_CreationActivation_ApproveAndActivateNewCoach
/Real Appeal/Coach/Creation_Activation,RA_Coach_CreationActivation_CreateCoachForHBMIProgram
/Real Appeal/Coach/Creation_Activation,RA_Coach_CreationActivation_CreateCoachForRAGroupSession
/Real Appeal/Coach/Creation_Activation,RA_Coach_CreationActivation_CreateCoachHBMI1ForHBMI
/Real Appeal/Coach/Dashboard,RA_Coach_Dashboard_CSSessionInCalendar
/Real Appeal/Coach/Dashboard,RA_Coach_Dashboard_GroupSessionConflictShouldShowFindASubstituteOption
/Real Appeal/Coach/Dashboard,RA_Coach_Dashboard_Members_Configurablecolumns
/Real Appeal/Coach/Dashboard,RA_Coach_Dashboard_View_All_Messages
/Real Appeal/Coach/Idle Member,RA_Coach_IdleMember_MemberListIdleMembers
/Real Appeal/Coach/Login,RA_Coach_Login_Forgot_Password
/Real Appeal/Coach/Login,RA_Coach_Login_Validation
/Real Appeal/Coach/Member,RA_Coach_Member_ClickOnMemberTabAllOptionShouldBeDefaultInSearchDropdown
/Real Appeal/Coach/Member,RA_Coach_Member_ClickOnMemberTabMemberNameShouldBeAscendingOrderInMemberListPage
/Real Appeal/Coach/Member,RA_Coach_Member_CompareFirstnameAloneFromUIAndDB
/Real Appeal/Coach/Member,RA_Coach_Member_CompareFirstnameAndLastNameByBothUIAndDB
/Real Appeal/Coach/Member,RA_Coach_Member_CompareLastnameAloneFromUIAndDB
/Real Appeal/Coach/Member,RA_Coach_Member_EnterInvalidFirstnameAndLastnameAndVerifyNoResultsFound
/Real Appeal/Coach/Member,RA_Coach_Member_Health_Tracking
/Real Appeal/Coach/Member,RA_Coach_Member_MemberListCountVerificationWhileMemberSortingUsingName
/Real Appeal/Coach/Member,RA_Coach_Member_MemberSettingsIfAllThePreferencesAreCheckedOffCheck
/Real Appeal/Coach/Member,RA_Coach_Member_MemberSortingUsingAvailableOptionUnderSearchDropdown
/Real Appeal/Coach/Member,RA_Coach_Member_MemberSortingUsingDifferentOnboardingStatus
/Real Appeal/Coach/Member,RA_Coach_Member_ObserveIfTheLeftPageNavigationButtonIsDisabledInTheFirstPageOfMemberList
/Real Appeal/Coach/Member,RA_Coach_Member_ProgressTabWithTheGraphCharts
/Real Appeal/Coach/Member,RA_Coach_Member_SearchFieldInTheMemberListMustBeDisabledWhenTheAllOptionInTheSearchFilter
/Real Appeal/Coach/Member,RA_Coach_Member_SelectClientInSearchFilterEnterValidClientWithSpaceBeforeTheTextInTheTextboxShouldBeEntered
/Real Appeal/Coach/Member,RA_Coach_Member_SelectClientInTheSearchFilterEnterValidClientName
/Real Appeal/Coach/Member,RA_Coach_Member_SelectOnboardingStatusInSearchFilterOfIEnterSpacesBeforeTheTextInTheTextbox
/Real Appeal/Coach/Member,RA_Coach_Member_VerifyClickOnClassroomLinkOnMemberstabIsNavigatedToClassestab
/Real Appeal/Coach/Member,RA_Coach_Member_VerifyClientHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Coach/Member,RA_Coach_Member_VerifyCoachHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Coach/Member,RA_Coach_Member_VerifyColumnHeadersSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Coach/Member,RA_Coach_Member_VerifyEmailHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Coach/Member,RA_Coach_Member_VerifyErrorMessageByGivingValidAndInvalidMemberID
/Real Appeal/Coach/Member,RA_Coach_Member_VerifyMemberIDHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Coach/Member,RA_Coach_Member_VerifyOnboardingStatusHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Coach/Member,RA_Coach_Member_VerifyProgramHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/Coach/Message Center,RA_Coach_MessageCenter_CoachCanAlsoSendMessagesToTheInactiveCoachesOrPAOfSameOrg
/Real Appeal/Coach/Message Center,RA_Coach_MessageCenter_CoachSendsAndReceivesMessagesFromTheMembersOnlyAssignedToHim
/Real Appeal/Coach/Message Center,RA_Coach_MessageCenter_CoachSendsMessagesOnlyToPAWhoBelongToTheSameOrganization
/Real Appeal/Coach/Message Center,RA_Coach_MessageCenter_CoachSendsMessagesToOtherCoachesWhoBelongToTheSameOrganization
/Real Appeal/Coach/Message Center,RA_Coach_MessageCenter_LookupFunctionalityOnComposeWindow
/Real Appeal/Coach/Message Center,RA_Coach_MessageCenter_MessageListPreviewSentByAMember
/Real Appeal/Coach/Message Center,RA_Coach_MessageCenter_NewMessagesAreDisplayedOnDashboardWithALinkToViewAllMessages
/Real Appeal/Coach/Message Center,RA_Coach_MessageCenter_SearchFilterFunctionalityOnComposeWindow
/Real Appeal/Coach/Profile,RA_Coach_Profile_Edit_profile_By_HFOps
/Real Appeal/Coach/Profile,RA_Coach_Profile_My_Profile_Edit
/Real Appeal/Coach/Profile,RA_Coach_Profile_My_Profile_General_Default_Tab
/Real Appeal/Coach/Profile,RA_Coach_Profile_My_Profile_Verify_Following_Subtasks
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_AllRA-PDMembersGroupedUnderOneUnapprovedClass
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_AllRANPDMembersGroupedUnderOneScheduledClass
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_ApprovedUnApprovedClassroomSearchAndPagination
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CalendarofNewCoach
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_ChangeAvailability
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_ChangeClassOptionAvailableForClassroomNotApprovedMembers
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_ChangeTimezone
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CheckAvailablility
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CheckTheOnboardingStatusOfMembers
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_ClassroomSizeMinOptMaxLimits
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_ClassroomsWithInsufficientStatusAfterTheCRJobRuns
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CoachCalendarCSSession
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CoachChangesAvailability
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CoachChangesAvailabilityToUnavailability
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CoachClassesList
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CoachMarkingUniqueAvailability
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CoachSearchesMemberListToCheckIfOnlyTwoRAPDMembersAreAssigned
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CoachsUpcomingSessionTop5UpcomingSessionsWithTheMostRecentOnTheTop
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CreateACoachToConductRAAndSetAnUniqueAvailability
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CreateANewCoachForHBMIGroupSessions
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CreateANewCoachForRAGroupSessions
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_CreateApproveAndActivateNewCoachQACoachHBMI1ForHBMI
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_DashboardClassroomStartedMembersWithOnboardingStatusMemberOnboarded
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_DashboardScheduledClassMembers
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_DefaultProviderHours
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_DisapprovedCoachAboveStillCanLogin
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_DisapprovedOpsadminDeactivatesTheOldCoach
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_InsufficientClasses
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_InsufficientClassMembersOnboardingStatusAndIsApprovedFlagReturnsNoValue
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_InsufficientClassroomSearchAndPagination
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_LoginAsMemberAndViewUpnextWidgetInDashboard
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_MembersList
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_MembersOnboardingStatusBeforeCRAllocationjobruns
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_MoveMemberToOtherClassByPA
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_MovingMembersFromScheduledClassroom
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_NewCoachMarksAvailabilityForTheScheduledClassSlot
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_OnboardingStatusAndIs_ApprovedFlagOfMembersInApprovedClass
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_OnboardingStatusAndIsApprovedFlagOfMembersInApprovedClass
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_OnboardingStatusOfMembersAfterAttendingGroup
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_OneOnOneForMemberWhoseClassroomHasNotStarted
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_OpsAdminCoachCreations
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_PARemovesGroupSessionApprovalForOldCoach
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_PASwitchesClassForAMemberUnderAnApprovedClassWhoseMaxSizeIsHit
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_PermanentSubstitutionOfAnApprovedClass
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_PostponePreponeInsufficientClass
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_ProviderHoursEnabledForAnOrganization
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_QueryTheDBForMemberOnboardingStatus
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_QueryTheDBForTheMemberOnboardingStatus
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_QueryTheDBOrTheMembersOnboardingStatus
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_RAActivateNewCSCoachInTheProviderProfile
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_RAApprovingAndActivatingCoachQACoachCS2ForCSSession
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_RACreateNewCSCoachDoNotActivate
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_ScheduleClassroomGridPagesFiltersControlsAndPagination
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_ScheduledClasses
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_ScheduledClassNoCoachAssigned
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_ScheduledClassPostponeAndPrepone
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_UnapprovedClasses
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_UnapprovedClassroomAndIsApprovedFlagIsDb
/Real Appeal/Coach/Scheduler,RA_Coach_Scheduler_Upcoming_Sessions_Timezone _And_Hyperlinks
